ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_8,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,56.11,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_9,Occupation (ISCO-08): 9. Elementary occupations,2018,44.36,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_0,Occupation (ISCO-08): 0. Armed forces occupations,2018,61.01,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO08_X,Occupation (ISCO-08): X. Not elsewhere classified,2018,79.84,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2018,75.63,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_1,Occupation (ISCO-08): 1. Managers,2018,121.73,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_2,Occupation (ISCO-08): 2. Professionals,2018,121.2,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_3,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,96.04,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_4,Occupation (ISCO-08): 4. Clerical support workers,2018,59.23,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_5,Occupation (ISCO-08): 5. Service and sales workers,2018,59.97,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_7,Occupation (ISCO-08): 7. Craft and related trades workers,2018,57.91,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_8,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,58.06,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_9,Occupation (ISCO-08): 9. Elementary occupations,2018,42.6,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_0,Occupation (ISCO-08): 0. Armed forces occupations,2018,59.33,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO08_X,Occupation (ISCO-08): X. Not elsewhere classified,2018,81.2,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_TOTAL,Occupation (ISCO-08): Total,2018,69.62,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_1,Occupation (ISCO-08): 1. Managers,2018,115.27,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_2,Occupation (ISCO-08): 2. Professionals,2018,99.48,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_3,Occupation (ISCO-08): 3. Technicians and associate professionals,2018,71.49,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_4,Occupation (ISCO-08): 4. Clerical support workers,2018,60.49,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_5,Occupation (ISCO-08): 5. Service and sales workers,2018,54.33,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_7,Occupation (ISCO-08): 7. Craft and related trades workers,2018,60.01,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_8,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2018,43.49,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_9,Occupation (ISCO-08): 9. Elementary occupations,2018,45.3,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_0,Occupation (ISCO-08): 0. Armed forces occupations,2018,66.98,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO08_X,Occupation (ISCO-08): X. Not elsewhere classified,2018,78.45,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,72.28,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,75.63,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CUW,Curaçao,BA:12900,CUW - LFS - Labour force survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_SKILL_TOTAL,Occupation (Skill level): Total,2018,69.62,,,,,T30:376_T9:131_T10:139_T12:145,Currency: CUW - Netherlands Antillean Guilder (ANG) | Value type: Real values | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,S14:3359_S3:11,Employment definition: Including subsistence workers | Data reference period: Fourth quarter
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_TOTAL,Occupation (ISCO-88): Total,2002,7.55,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_1,"Occupation (ISCO-88): 1. Legislators, senior officials and managers",2002,19.26,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_2,Occupation (ISCO-88): 2. Professionals,2002,12.35,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_3,Occupation (ISCO-88): 3. Technicians and associate professionals,2002,9.57,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_4,Occupation (ISCO-88): 4. Clerks,2002,6.24,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_5,Occupation (ISCO-88): 5. Service workers and shop and market sales workers,2002,5.74,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_7,Occupation (ISCO-88): 7. Craft and related trades workers,2002,7.38,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_8,Occupation (ISCO-88): 8. Plant and machine operators and assemblers,2002,6.51,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_9,Occupation (ISCO-88): 9. Elementary occupations,2002,5.59,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_T,Sex: Total,OCU_ISCO88_X,Occupation (ISCO-88): X. Not elsewhere classified,2002,6.43,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_TOTAL,Occupation (ISCO-88): Total,2002,8.69,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_1,"Occupation (ISCO-88): 1. Legislators, senior officials and managers",2002,19.55,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_2,Occupation (ISCO-88): 2. Professionals,2002,13.13,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_3,Occupation (ISCO-88): 3. Technicians and associate professionals,2002,10.97,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_4,Occupation (ISCO-88): 4. Clerks,2002,8.05,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_5,Occupation (ISCO-88): 5. Service workers and shop and market sales workers,2002,6.6,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_7,Occupation (ISCO-88): 7. Craft and related trades workers,2002,7.54,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_8,Occupation (ISCO-88): 8. Plant and machine operators and assemblers,2002,7.1,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_9,Occupation (ISCO-88): 9. Elementary occupations,2002,6.29,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_M,Sex: Male,OCU_ISCO88_X,Occupation (ISCO-88): X. Not elsewhere classified,2002,6.43,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO88_TOTAL,Occupation (ISCO-88): Total,2002,5.96,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO88_1,"Occupation (ISCO-88): 1. Legislators, senior officials and managers",2002,17.41,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
CYP,Cyprus,DA:12944,CYP - ES - Structure of Earnings Survey,SDG_0851_SEX_OCU_NB,SDG indicator 8.5.1 - Average hourly earnings of employees by sex (Local currency),SEX_F,Sex: Female,OCU_ISCO88_2,Occupation (ISCO-88): 2. Professionals,2002,10.14,,,,,T30:168,Currency: CYP - Euro (EUR),R1:2383_S3:21_S8:2603_S8:3907,"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture and non-market services | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
