ref_area,ref_area.label,source,source.label,indicator,indicator.label,classif1,classif1.label,time,obs_value,note_indicator,note_indicator.label,note_source,note_source.label
BOL,Bolivia,BB:73,BOL - HIES - Encuesta de Hogares,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,37.15,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BOL,Bolivia,BB:73,BOL - HIES - Encuesta de Hogares,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,29.21,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2012,36.45,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2012,37.98,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2013,36.96,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,38.03,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2014,37.37,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,38.67,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2015,37.97,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,39.35,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2016,38.23,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2016,39.64,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2017,38.37,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2017,39.88,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2018,38.72,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2018,39.59,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2019,38.61,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:6355,BRA - HS - Pesquisa Nacional por Amostra de Domicílios Contínua,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,39.43,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,29.04,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2002,35.02,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,32.47,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2003,34.22,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,33.67,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2004,35.67,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,33.77,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2005,38.07,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,35.25,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2006,36.3,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,34.92,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2007,37.68,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2007,35.91,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2008,35.83,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,35.69,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2009,35.22,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,35.67,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2011,36.58,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRA,Brazil,BX:356,BRA - HS - Pesquisa Nacional por Amostra de Domicílios,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2011,36.1,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,35.05,,,,
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,41.28,,,,
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,42.16,,,,
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,44.9,,,S5:41,Population coverage: Excluding armed forces and/or conscripts
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,43.44,,,S5:41,Population coverage: Excluding armed forces and/or conscripts
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,48.25,,,S5:41,Population coverage: Excluding armed forces and/or conscripts
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,48.57,,,S5:41,Population coverage: Excluding armed forces and/or conscripts
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,50.49,,,,
BRB,Barbados,BA:338,BRB - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2016,48.6,,,,
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2014,32.51,I11:264,Break in series: Methodology revised,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,33.64,I11:264,Break in series: Methodology revised,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2017,36.97,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2017,41.27,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2018,34.55,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2018,36.59,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2019,32.26,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,BA:8230,BRN - LFS - Labour force survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,33.01,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BRN,Brunei Darussalam,AA:957,BRN - PC - Population Census,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,25.66,,,S3:19,Data reference period: August
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,14.36,,,S9:3478,Reference group coverage: Total employment
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,12,,,S3:2116_S9:3478,Data reference period: Average of 2 monthly points | Reference group coverage: Total employment
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,11.27,,,S3:14_S4:30,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,49.23,,,S3:14_S4:30,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2011,26.67,,,S3:14_S4:30,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2012,27.61,,,S3:14_S4:30,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,16.97,,,S3:22_S4:30,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,16.46,,,S3:22_S4:30,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
BTN,Bhutan,BA:625,BTN - LFS - Labour Force Survey Report,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2015,18.48,,,S3:22_S4:30,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
BWA,Botswana,BA:964,BWA - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,35.43,,,S5:352_T2:81,Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
BWA,Botswana,BA:964,BWA - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,32.98,,,S5:352_T2:81,Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old
BWA,Botswana,BA:964,BWA - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,30.53,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:11,BWA - HS - Botswana Core Welfare Indicators (Poverty) Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2009,29.55,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:11,BWA - HS - Botswana Core Welfare Indicators (Poverty) Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,37.89,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
BWA,Botswana,BX:11,BWA - HS - Botswana Core Welfare Indicators (Poverty) Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,38.62,,,,
BWA,Botswana,AA:963,BWA - PC - Population Census,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,30.85,,,S3:19_S5:41_T2:81,Data reference period: August | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old
BWA,Botswana,BX:15710,BWA - HS - Multi-Topic Household Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2019,54.17,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
BWA,Botswana,BX:15710,BWA - HS - Multi-Topic Household Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2019,54.45,,,R1:3513_S14:4077,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,35.47,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2001,34.95,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2002,34.06,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2003,35.71,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2004,36.49,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2005,35.9,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2006,36.25,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2007,36.92,,,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2008,35.99,I11:264,Break in series: Methodology revised,S4:34_S5:42,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2009,37.01,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2010,36.76,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2011,37.1,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2012,36.43,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2013,35.78,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CAN,Canada,BA:147,CAN - LFS - Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2014,35.52,,,S4:34,"Geographical coverage: Total national, excluding some areas"
CHE,Switzerland,BA:2253,CHE - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_SENIOR,Occupation (Managerial positions): Senior and middle management,2000,16.07,,,R1:2384,Repository: Eurostat special tabulation
CHE,Switzerland,BA:2253,CHE - LFS - EU Labour Force Survey,SDG_0552_OCU_RT,SDG indicator 5.5.2 - Female share of employment in managerial positions (%),OCU_MGMT_TOTAL,Occupation (Managerial positions): Total management,2000,23.4,,,R1:2384,Repository: Eurostat special tabulation
